compl,accel,decel,pred,answer,loss
5,1,2,67.30105591,67,0.301055908
5,1,2,67.30105591,68,-0.698944092
5,1,3,78.79024506,78,0.790245056
5,1,3,78.79024506,79,-0.209754944
5,1,4,86.358284,86,0.358283997
5,1,4,86.358284,87,-0.641716003
5,1,5,94.53740692,94,0.537406921
5,1,5,94.53740692,95,-0.462593079
5,2,1,28.49706841,28,0.497068405
5,2,1,28.49706841,29,-0.502931595
5,2,2,65.09415436,65,0.094154358
5,2,2,65.09415436,66,-0.905845642
5,2,3,77.76822662,77,0.768226624
5,2,3,77.76822662,78,-0.231773376
5,2,4,86.62760925,86,0.627609253
5,2,4,86.62760925,87,-0.372390747
5,2,5,95.77613068,95,0.776130676
5,2,5,95.77613068,96,-0.223869324
5,3,1,27.04106903,27,0.041069031
5,3,1,27.04106903,28,-0.958930969
5,3,2,65.15610504,65,0.156105042
5,3,2,65.15610504,66,-0.843894958
5,3,3,73.05964661,73,0.059646606
5,3,3,73.05964661,74,-0.940353394
5,3,4,87.27666473,87,0.276664734
5,3,4,87.27666473,88,-0.723335266
5,3,5,97.46497345,97,0.46497345
5,3,5,97.46497345,98,-0.53502655
5,4,1,27.6862793,27,0.686279297
5,4,1,27.6862793,28,-0.313720703
5,4,2,71.09613037,71,0.096130371
5,4,2,71.09613037,72,-0.903869629
5,4,3,68.08083344,68,0.080833435
5,4,3,68.08083344,69,-0.919166565
5,4,4,85.01425934,85,0.014259338
5,4,4,85.01425934,86,-0.985740662
5,4,5,96.61479187,96,0.61479187
5,4,5,96.61479187,97,-0.38520813
5,5,1,28.98605347,28,0.986053467
5,5,1,28.98605347,29,-0.013946533
5,5,2,85.8867569,85,0.886756897
5,5,2,85.8867569,86,-0.113243103
5,5,3,83.09144592,83,0.091445923
5,5,3,83.09144592,84,-0.908554077
5,5,4,86.15050507,86,0.150505066
5,5,4,86.15050507,87,-0.849494934
5,5,5,93.69510651,93,0.695106506
5,5,5,93.69510651,94,-0.304893494
