compl,accel,decel,pred,answer,loss
1,1,3,23.02494621,69,-45.97505379
1,1,3,23.02494621,70,-46.97505379
1,1,3,23.02494621,71,-47.97505379
1,1,3,23.02494621,72,-48.97505379
1,1,3,23.02494621,73,-49.97505379
1,1,3,23.02494621,74,-50.97505379
1,1,3,23.02494621,75,-51.97505379
1,1,3,23.02494621,76,-52.97505379
1,1,3,23.02494621,77,-53.97505379
1,1,3,23.02494621,78,-54.97505379
1,1,3,23.02494621,79,-55.97505379
1,1,3,23.02494621,80,-56.97505379
1,1,3,23.02494621,81,-57.97505379
1,1,3,23.02494621,82,-58.97505379
1,1,3,23.02494621,83,-59.97505379
1,1,3,23.02494621,84,-60.97505379
1,1,3,23.02494621,85,-61.97505379
1,1,3,23.02494621,86,-62.97505379
1,1,3,23.02494621,87,-63.97505379
1,1,3,23.02494621,88,-64.97505379
1,1,3,23.02494621,89,-65.97505379
1,1,3,23.02494621,90,-66.97505379
1,1,3,23.02494621,91,-67.97505379
1,1,3,23.02494621,92,-68.97505379
1,1,3,23.02494621,93,-69.97505379
1,1,3,23.02494621,94,-70.97505379
1,1,3,23.02494621,95,-71.97505379
1,1,3,23.02494621,96,-72.97505379
1,1,3,23.02494621,97,-73.97505379
1,1,3,23.02494621,98,-74.97505379
1,1,3,23.02494621,99,-75.97505379
1,1,3,23.02494621,100,-76.97505379
1,1,4,32.03868103,1,31.03868103
1,1,4,32.03868103,2,30.03868103
1,1,4,32.03868103,3,29.03868103
1,1,4,32.03868103,4,28.03868103
1,1,4,32.03868103,5,27.03868103
1,1,4,32.03868103,6,26.03868103
1,1,4,32.03868103,7,25.03868103
1,1,4,32.03868103,8,24.03868103
1,1,4,32.03868103,9,23.03868103
1,1,4,32.03868103,10,22.03868103
1,1,4,32.03868103,11,21.03868103
1,1,4,32.03868103,12,20.03868103
1,1,4,32.03868103,13,19.03868103
1,1,4,32.03868103,14,18.03868103
1,1,4,32.03868103,15,17.03868103
1,1,4,32.03868103,16,16.03868103
1,1,4,32.03868103,17,15.03868103
1,1,4,32.03868103,18,14.03868103
1,1,4,32.03868103,19,13.03868103
1,1,4,32.03868103,20,12.03868103
1,1,4,32.03868103,21,11.03868103
1,1,4,32.03868103,22,10.03868103
1,1,4,32.03868103,23,9.03868103
1,1,4,32.03868103,24,8.03868103
1,1,4,32.03868103,25,7.03868103
1,1,4,32.03868103,26,6.03868103
1,1,4,32.03868103,27,5.03868103
1,1,4,32.03868103,28,4.03868103
1,1,4,32.03868103,29,3.03868103
1,1,4,32.03868103,30,2.03868103
1,1,4,32.03868103,31,1.03868103
1,1,4,32.03868103,32,0.03868103
1,1,4,32.03868103,33,-0.96131897
1,1,4,32.03868103,34,-1.96131897
1,1,4,32.03868103,35,-2.96131897
1,1,4,32.03868103,36,-3.96131897
1,1,4,32.03868103,37,-4.96131897
1,1,4,32.03868103,38,-5.96131897
1,1,4,32.03868103,39,-6.96131897
1,1,4,32.03868103,40,-7.96131897
1,1,4,32.03868103,41,-8.96131897
1,1,4,32.03868103,42,-9.96131897
1,1,4,32.03868103,43,-10.96131897
1,1,4,32.03868103,44,-11.96131897
1,1,4,32.03868103,45,-12.96131897
1,1,4,32.03868103,46,-13.96131897
1,1,4,32.03868103,47,-14.96131897
1,1,4,32.03868103,48,-15.96131897
1,1,4,32.03868103,49,-16.96131897
1,1,4,32.03868103,50,-17.96131897
1,1,4,32.03868103,51,-18.96131897
1,1,4,32.03868103,52,-19.96131897
1,1,4,32.03868103,53,-20.96131897
1,1,4,32.03868103,54,-21.96131897
1,1,4,32.03868103,55,-22.96131897
1,1,4,32.03868103,56,-23.96131897
1,1,4,32.03868103,57,-24.96131897
1,1,4,32.03868103,58,-25.96131897
1,1,4,32.03868103,59,-26.96131897
1,1,4,32.03868103,60,-27.96131897
1,1,4,32.03868103,61,-28.96131897
1,1,4,32.03868103,62,-29.96131897
1,1,4,32.03868103,63,-30.96131897
1,1,4,32.03868103,64,-31.96131897
1,1,4,32.03868103,65,-32.96131897
1,1,4,32.03868103,66,-33.96131897
1,1,4,32.03868103,67,-34.96131897
1,1,4,32.03868103,68,-35.96131897
1,1,4,32.03868103,69,-36.96131897
1,1,4,32.03868103,70,-37.96131897
1,1,4,32.03868103,71,-38.96131897
1,1,4,32.03868103,72,-39.96131897
1,1,4,32.03868103,73,-40.96131897
1,1,4,32.03868103,74,-41.96131897
1,1,4,32.03868103,75,-42.96131897
1,1,4,32.03868103,76,-43.96131897
1,1,4,32.03868103,77,-44.96131897
1,1,4,32.03868103,78,-45.96131897
1,1,4,32.03868103,79,-46.96131897
1,1,4,32.03868103,80,-47.96131897
1,1,4,32.03868103,81,-48.96131897
1,1,4,32.03868103,82,-49.96131897
1,1,4,32.03868103,83,-50.96131897
1,1,4,32.03868103,84,-51.96131897
1,1,4,32.03868103,85,-52.96131897
1,1,4,32.03868103,86,-53.96131897
1,1,4,32.03868103,87,-54.96131897
1,1,4,32.03868103,88,-55.96131897
1,1,4,32.03868103,89,-56.96131897
1,1,4,32.03868103,90,-57.96131897
1,1,4,32.03868103,91,-58.96131897
1,1,4,32.03868103,92,-59.96131897
1,1,4,32.03868103,93,-60.96131897
1,1,4,32.03868103,94,-61.96131897
1,1,4,32.03868103,95,-62.96131897
1,1,4,32.03868103,96,-63.96131897
1,1,4,32.03868103,97,-64.96131897
1,1,4,32.03868103,98,-65.96131897
1,1,4,32.03868103,99,-66.96131897
1,1,4,32.03868103,100,-67.96131897
1,1,5,46.67288971,1,45.67288971
1,1,5,46.67288971,2,44.67288971
1,1,5,46.67288971,3,43.67288971
1,1,5,46.67288971,4,42.67288971
1,1,5,46.67288971,5,41.67288971
1,1,5,46.67288971,6,40.67288971
1,1,5,46.67288971,7,39.67288971
1,1,5,46.67288971,8,38.67288971
1,1,5,46.67288971,9,37.67288971
1,1,5,46.67288971,10,36.67288971
1,1,5,46.67288971,11,35.67288971
1,1,5,46.67288971,12,34.67288971
1,1,5,46.67288971,13,33.67288971
1,1,5,46.67288971,14,32.67288971
1,1,5,46.67288971,15,31.67288971
1,1,5,46.67288971,16,30.67288971
1,1,5,46.67288971,17,29.67288971
1,1,5,46.67288971,18,28.67288971
1,1,5,46.67288971,19,27.67288971
1,1,5,46.67288971,20,26.67288971
1,1,5,46.67288971,21,25.67288971
1,1,5,46.67288971,22,24.67288971
1,1,5,46.67288971,23,23.67288971
1,1,5,46.67288971,24,22.67288971
1,1,5,46.67288971,25,21.67288971
1,1,5,46.67288971,26,20.67288971
1,1,5,46.67288971,27,19.67288971
1,1,5,46.67288971,28,18.67288971
1,1,5,46.67288971,29,17.67288971
1,1,5,46.67288971,30,16.67288971
1,1,5,46.67288971,31,15.67288971
1,1,5,46.67288971,32,14.67288971
1,1,5,46.67288971,33,13.67288971
1,1,5,46.67288971,34,12.67288971
1,1,5,46.67288971,35,11.67288971
1,1,5,46.67288971,36,10.67288971
1,1,5,46.67288971,37,9.672889709
1,1,5,46.67288971,38,8.672889709
1,1,5,46.67288971,39,7.672889709
1,1,5,46.67288971,40,6.672889709
1,1,5,46.67288971,41,5.672889709
1,1,5,46.67288971,42,4.672889709
1,1,5,46.67288971,43,3.672889709
1,1,5,46.67288971,44,2.672889709
1,1,5,46.67288971,45,1.672889709
1,1,5,46.67288971,46,0.672889709
1,1,5,46.67288971,47,-0.327110291
1,1,5,46.67288971,48,-1.327110291
1,1,5,46.67288971,49,-2.327110291
1,1,5,46.67288971,50,-3.327110291
1,1,5,46.67288971,51,-4.327110291
1,1,5,46.67288971,52,-5.327110291
1,1,5,46.67288971,53,-6.327110291
1,1,5,46.67288971,54,-7.327110291
1,1,5,46.67288971,55,-8.327110291
1,1,5,46.67288971,56,-9.327110291
1,1,5,46.67288971,57,-10.32711029
1,1,5,46.67288971,58,-11.32711029
1,1,5,46.67288971,59,-12.32711029
1,1,5,46.67288971,60,-13.32711029
1,1,5,46.67288971,61,-14.32711029
1,1,5,46.67288971,62,-15.32711029
1,1,5,46.67288971,63,-16.32711029
1,1,5,46.67288971,64,-17.32711029
1,1,5,46.67288971,65,-18.32711029
1,1,5,46.67288971,66,-19.32711029
1,1,5,46.67288971,67,-20.32711029
1,1,5,46.67288971,68,-21.32711029
1,1,5,46.67288971,69,-22.32711029
1,1,5,46.67288971,70,-23.32711029
1,1,5,46.67288971,71,-24.32711029
1,1,5,46.67288971,72,-25.32711029
1,1,5,46.67288971,73,-26.32711029
1,1,5,46.67288971,74,-27.32711029
1,1,5,46.67288971,75,-28.32711029
1,1,5,46.67288971,76,-29.32711029
1,1,5,46.67288971,77,-30.32711029
1,1,5,46.67288971,78,-31.32711029
1,1,5,46.67288971,79,-32.32711029
1,1,5,46.67288971,80,-33.32711029
1,1,5,46.67288971,81,-34.32711029
1,1,5,46.67288971,82,-35.32711029
1,1,5,46.67288971,83,-36.32711029
1,1,5,46.67288971,84,-37.32711029
1,1,5,46.67288971,85,-38.32711029
1,1,5,46.67288971,86,-39.32711029
1,1,5,46.67288971,87,-40.32711029
1,1,5,46.67288971,88,-41.32711029
1,1,5,46.67288971,89,-42.32711029
1,1,5,46.67288971,90,-43.32711029
1,1,5,46.67288971,91,-44.32711029
1,1,5,46.67288971,92,-45.32711029
1,1,5,46.67288971,93,-46.32711029
1,1,5,46.67288971,94,-47.32711029
1,1,5,46.67288971,95,-48.32711029
1,1,5,46.67288971,96,-49.32711029
1,1,5,46.67288971,97,-50.32711029
1,1,5,46.67288971,98,-51.32711029
1,1,5,46.67288971,99,-52.32711029
1,1,5,46.67288971,100,-53.32711029
1,2,1,22.33724213,1,21.33724213
1,2,1,22.33724213,2,20.33724213
1,2,1,22.33724213,3,19.33724213
1,2,1,22.33724213,4,18.33724213
1,2,1,22.33724213,5,17.33724213
1,2,1,22.33724213,6,16.33724213
1,2,1,22.33724213,7,15.33724213
1,2,1,22.33724213,8,14.33724213
1,2,1,22.33724213,9,13.33724213
1,2,1,22.33724213,10,12.33724213
1,2,1,22.33724213,11,11.33724213
1,2,1,22.33724213,12,10.33724213
1,2,1,22.33724213,13,9.337242126
1,2,1,22.33724213,14,8.337242126
1,2,1,22.33724213,15,7.337242126
1,2,1,22.33724213,16,6.337242126
1,2,1,22.33724213,17,5.337242126
1,2,1,22.33724213,18,4.337242126
1,2,1,22.33724213,19,3.337242126
1,2,1,22.33724213,20,2.337242126
1,2,1,22.33724213,21,1.337242126
1,2,1,22.33724213,22,0.337242126
1,2,1,22.33724213,23,-0.662757874
1,2,1,22.33724213,24,-1.662757874
1,2,1,22.33724213,25,-2.662757874
1,2,1,22.33724213,26,-3.662757874
1,2,1,22.33724213,27,-4.662757874
1,2,1,22.33724213,28,-5.662757874
1,2,1,22.33724213,29,-6.662757874
1,2,1,22.33724213,30,-7.662757874
1,2,1,22.33724213,31,-8.662757874
1,2,1,22.33724213,32,-9.662757874
1,2,1,22.33724213,33,-10.66275787
1,2,1,22.33724213,34,-11.66275787
1,2,1,22.33724213,35,-12.66275787
1,2,1,22.33724213,36,-13.66275787
1,2,1,22.33724213,37,-14.66275787
1,2,1,22.33724213,38,-15.66275787
1,2,1,22.33724213,39,-16.66275787
1,2,1,22.33724213,40,-17.66275787
1,2,1,22.33724213,41,-18.66275787
1,2,1,22.33724213,42,-19.66275787
1,2,1,22.33724213,43,-20.66275787
1,2,1,22.33724213,44,-21.66275787
1,2,1,22.33724213,45,-22.66275787
1,2,1,22.33724213,46,-23.66275787
1,2,1,22.33724213,47,-24.66275787
1,2,1,22.33724213,48,-25.66275787
1,2,1,22.33724213,49,-26.66275787
1,2,1,22.33724213,50,-27.66275787
1,2,1,22.33724213,51,-28.66275787
1,2,1,22.33724213,52,-29.66275787
1,2,1,22.33724213,53,-30.66275787
1,2,1,22.33724213,54,-31.66275787
1,2,1,22.33724213,55,-32.66275787
1,2,1,22.33724213,56,-33.66275787
1,2,1,22.33724213,57,-34.66275787
1,2,1,22.33724213,58,-35.66275787
1,2,1,22.33724213,59,-36.66275787
1,2,1,22.33724213,60,-37.66275787
1,2,1,22.33724213,61,-38.66275787
1,2,1,22.33724213,62,-39.66275787
1,2,1,22.33724213,63,-40.66275787
1,2,1,22.33724213,64,-41.66275787
1,2,1,22.33724213,65,-42.66275787
1,2,1,22.33724213,66,-43.66275787
1,2,1,22.33724213,67,-44.66275787
1,2,1,22.33724213,68,-45.66275787
1,2,1,22.33724213,69,-46.66275787
1,2,1,22.33724213,70,-47.66275787
1,2,1,22.33724213,71,-48.66275787
1,2,1,22.33724213,72,-49.66275787
1,2,1,22.33724213,73,-50.66275787
1,2,1,22.33724213,74,-51.66275787
1,2,1,22.33724213,75,-52.66275787
1,2,1,22.33724213,76,-53.66275787
1,2,1,22.33724213,77,-54.66275787
1,2,1,22.33724213,78,-55.66275787
1,2,1,22.33724213,79,-56.66275787
1,2,1,22.33724213,80,-57.66275787
1,2,1,22.33724213,81,-58.66275787
1,2,1,22.33724213,82,-59.66275787
1,2,1,22.33724213,83,-60.66275787
1,2,1,22.33724213,84,-61.66275787
1,2,1,22.33724213,85,-62.66275787
1,2,1,22.33724213,86,-63.66275787
1,2,1,22.33724213,87,-64.66275787
1,2,1,22.33724213,88,-65.66275787
1,2,1,22.33724213,89,-66.66275787
1,2,1,22.33724213,90,-67.66275787
1,2,1,22.33724213,91,-68.66275787
1,2,1,22.33724213,92,-69.66275787
1,2,1,22.33724213,93,-70.66275787
1,2,1,22.33724213,94,-71.66275787
1,2,1,22.33724213,95,-72.66275787
1,2,1,22.33724213,96,-73.66275787
1,2,1,22.33724213,97,-74.66275787
1,2,1,22.33724213,98,-75.66275787
1,2,1,22.33724213,99,-76.66275787
1,2,1,22.33724213,100,-77.66275787
1,2,2,27.04966354,1,26.04966354
1,2,2,27.04966354,2,25.04966354
1,2,2,27.04966354,3,24.04966354
1,2,2,27.04966354,4,23.04966354
1,2,2,27.04966354,5,22.04966354
1,2,2,27.04966354,6,21.04966354
1,2,2,27.04966354,7,20.04966354
1,2,2,27.04966354,8,19.04966354
1,2,2,27.04966354,9,18.04966354
1,2,2,27.04966354,10,17.04966354
1,2,2,27.04966354,11,16.04966354
1,2,2,27.04966354,12,15.04966354
1,2,2,27.04966354,13,14.04966354
1,2,2,27.04966354,14,13.04966354
1,2,2,27.04966354,15,12.04966354
1,2,2,27.04966354,16,11.04966354
1,2,2,27.04966354,17,10.04966354
1,2,2,27.04966354,18,9.049663544
1,2,2,27.04966354,19,8.049663544
1,2,2,27.04966354,20,7.049663544
1,2,2,27.04966354,21,6.049663544
1,2,2,27.04966354,22,5.049663544
1,2,2,27.04966354,23,4.049663544
1,2,2,27.04966354,24,3.049663544
1,2,2,27.04966354,25,2.049663544
1,2,2,27.04966354,26,1.049663544
1,2,2,27.04966354,27,0.049663544
1,2,2,27.04966354,28,-0.950336456
1,2,2,27.04966354,29,-1.950336456
1,2,2,27.04966354,30,-2.950336456
1,2,2,27.04966354,31,-3.950336456
1,2,2,27.04966354,32,-4.950336456
1,2,2,27.04966354,33,-5.950336456
1,2,2,27.04966354,34,-6.950336456
1,2,2,27.04966354,35,-7.950336456
1,2,2,27.04966354,36,-8.950336456
1,2,2,27.04966354,37,-9.950336456
1,2,2,27.04966354,38,-10.95033646
1,2,2,27.04966354,39,-11.95033646
1,2,2,27.04966354,40,-12.95033646
1,2,2,27.04966354,41,-13.95033646
1,2,2,27.04966354,42,-14.95033646
1,2,2,27.04966354,43,-15.95033646
1,2,2,27.04966354,44,-16.95033646
1,2,2,27.04966354,45,-17.95033646
1,2,2,27.04966354,46,-18.95033646
1,2,2,27.04966354,47,-19.95033646
1,2,2,27.04966354,48,-20.95033646
1,2,2,27.04966354,49,-21.95033646
1,2,2,27.04966354,50,-22.95033646
1,2,2,27.04966354,51,-23.95033646
1,2,2,27.04966354,52,-24.95033646
1,2,2,27.04966354,53,-25.95033646
1,2,2,27.04966354,54,-26.95033646
1,2,2,27.04966354,55,-27.95033646
1,2,2,27.04966354,56,-28.95033646
1,2,2,27.04966354,57,-29.95033646
1,2,2,27.04966354,58,-30.95033646
1,2,2,27.04966354,59,-31.95033646
1,2,2,27.04966354,60,-32.95033646
1,2,2,27.04966354,61,-33.95033646
1,2,2,27.04966354,62,-34.95033646
1,2,2,27.04966354,63,-35.95033646
1,2,2,27.04966354,64,-36.95033646
1,2,2,27.04966354,65,-37.95033646
1,2,2,27.04966354,66,-38.95033646
1,2,2,27.04966354,67,-39.95033646
1,2,2,27.04966354,68,-40.95033646
1,2,2,27.04966354,69,-41.95033646
1,2,2,27.04966354,70,-42.95033646
1,2,2,27.04966354,71,-43.95033646
1,2,2,27.04966354,72,-44.95033646
